category_id,segment,category,commodity
3900,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Arts And Crafts Equipment And Accessories And Supplies,Mosaic Tiles
3901,Commercial And Military And Private Vehicles And Their Accessories And Components,Transportation Components And Systems,Engine Coolant
3902,Furniture And Furnishings,Commercial And Industrial Furniture,Freestanding Lighting Or Power Or Data Components
3903,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Carbon Monoxide Analyzer
3904,Editorial And Design And Graphic And Fine Art Services,Reproduction Services,Textile Printing
3905,Commercial And Military And Private Vehicles And Their Accessories And Components,Transportation Components And Systems,Truck Rims Or Wheels
3906,Domestic Appliances And Supplies And Consumer Electronic Products,Domestic Appliances,Domestic Yogurt Maker
3907,Office Equipment And Accessories And Supplies,Office Machines And Their Supplies And Accessories,Laminator Trays
3908,Travel And Food And Lodging And Entertainment Services,Hotels And Lodging And Meeting Facilities,Bed And Breakfast Inns
3909,Medical Equipment And Accessories And Supplies,Emergency And Field Medical Services Products,Emergency Medical Services First Response Kits
3910,Information Technology Broadcasting And Telecommunications,Components For Information Technology Or Broadcasting Or Telecommunications,Electronic Media Or Data Duplicating Equipment
3911,Building And Construction Machinery And Accessories,Heavy Construction Machinery And Equipment,Wheel Excavators
3912,Medical Equipment And Accessories And Supplies,Dental Equipment And Supplies,Fluoride Gels Or Rinses
3913,Medical Equipment And Accessories And Supplies,Medical Sterilization Products,Sterilization Record Storage Envelopes
3914,Organizations And Clubs,Civic Organizations And Associations And Movements,Prisoner Assistance Organizations
3915,Electrical Systems And Lighting And Components And Accessories And Supplies,Lighting Fixtures And Accessories,Hand Or Extension Light
3916,Information Technology Broadcasting And Telecommunications,Data Voice Or Multimedia Network Equipment Or Platforms And Accessories,Network Management Or Monitoring Device
3917,Industrial Manufacturing And Processing Machinery And Accessories,Mass Transfer Equipment,Distillation Tray
3918,Medical Equipment And Accessories And Supplies,Medical Sterilization Products,Holders Or Carts For Sterilization Wrappers Or Pouches
3919,Sports And Recreational Equipment And Supplies And Accessories,Target And Table Games And Equipment,Archery Target Stands
3920,Mineral And Textile And Inedible Plant And Animal Materials,Fabrics And Leather Materials,Resin Impregnated Fabric Or Cloth
3921,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Milk Analyzer
3922,Farming And Fishing And Forestry And Wildlife Contracting Services,Livestock Services,Veterinary Administration
3923,Musical Instruments And Games And Toys And Arts And Crafts And Educational Equipment And Materials And Accessories And Supplies,Developmental And Professional Teaching Aids And Materials And Accessories And Supplies,Construction Teaching Aids Or Materials
3924,Cleaning Equipment And Supplies,Cleaning And Janitorial Supplies,Granular Absorbent
3925,Medical Equipment And Accessories And Supplies,Medical Apparel And Textiles,Medical Staff Beard Covers
3926,Live Plant And Animal Material And Accessories And Supplies,Floriculture And Silviculture Products,Apple Trees
3927,Building And Facility Construction And Maintenance Services,Specialized Trade Construction And Maintenance Services,Insulation Of Pipes And Boilers Service
3928,Defense And Law Enforcement And Security And Safety Equipment And Supplies,Security Surveillance And Detection,Security Chains Or Accessories
3929,Industrial Manufacturing And Processing Machinery And Accessories,Welding And Soldering And Brazing Machinery And Accessories And Supplies,Alternating Current Ac Arc Welder
3930,Printing And Photographic And Audio And Visual Equipment And Supplies,Photographic Or Filming Or Video Equipment,Document Camera
3931,Industrial Manufacturing And Processing Machinery And Accessories,Lapidary Machinery And Equipment,Grinding Wheel Dressers
3932,Food Beverage And Tobacco Products,Fresh Fruits,Cavendish Bananas
3933,Distribution And Conditioning Systems And Equipment And Components,Heating And Ventilation And Air Circulation,Air Conditioner Power Saver
3934,Commercial And Military And Private Vehicles And Their Accessories And Components,Transportation Services Equipment,Tire Changing Machines
3935,Information Technology Broadcasting And Telecommunications,Computer Equipment And Accessories,High End Computer Servers
3936,Food Beverage And Tobacco Products,Fresh Fruits,Fortune Oranges
3937,Medical Equipment And Accessories And Supplies,Surgical Products,Endoscopic Suction Or Irrigation Tips Or Coagulation Probes Or Accessories
3938,Medical Equipment And Accessories And Supplies,Medical Diagnostic Imaging And Nuclear Medicine Products,Medical Radiographic Equipment Grids
3939,Chemicals Including Bio Chemicals And Gas Materials,Explosive Materials,Nitroglycerin Powder Explosives
3940,Distribution And Conditioning Systems And Equipment And Components,Fluid And Gas Distribution,Flange Type Butterfly Valve
3941,Food Beverage And Tobacco Products,Prepared And Preserved Foods,Processed Royal Jelly Food
3942,Tools And General Machinery,Hand Tools,Hacksaw
3943,Structures And Building And Construction And Manufacturing Components And Supplies,Structural Components And Basic Shapes,Aluminum Channels
3944,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Flex Connectors
3945,Distribution And Conditioning Systems And Equipment And Components,Pipe Piping And Pipe Fittings,Commercial Seamless Stainless Steel Pipe
3946,Medical Equipment And Accessories And Supplies,Medical Facility Products,Clinical Incubators Or Infant Warmers
3947,Medical Equipment And Accessories And Supplies,Patient Exam And Monitoring Products,Electrocardiography Ekg Accessories
3948,Medical Equipment And Accessories And Supplies,Patient Care And Treatment Products And Supplies,Medical Mixing Or Solution Basins Or Bowls
3949,Industrial Manufacturing And Processing Machinery And Accessories,Welding And Soldering And Brazing Machinery And Accessories And Supplies,Welding Or Cutting Tip
3950,Power Generation And Distribution Machinery And Accessories,Power Sources,Motor Brush Carrier
3951,Paper Materials And Products,Paper Products,Magnet Paper
3952,Apparel And Luggage And Personal Care Products,Personal Care Products,Foot Care Products
3953,Commercial And Military And Private Vehicles And Their Accessories And Components,Transportation Components And Systems,Radiator Caps
3954,Tools And General Machinery,Hand Tools,Bow Saw
3955,Domestic Appliances And Supplies And Consumer Electronic Products,Domestic Appliances,Domestic Trash Compactors
3956,Medical Equipment And Accessories And Supplies,Surgical Products,Laparotomy Or X-Ray Detectable Or Surgical Specialty Sponge
3957,Tools And General Machinery,Hand Tools,Magnifying Glass
3958,Food Beverage And Tobacco Products,Fresh Fruits,Lisbon Lemons
3959,Manufacturing Components And Supplies,Adhesives And Sealants,Non Skid Safety Tapes
3960,Food Beverage And Tobacco Products,Fresh Vegetables,Southern Mustard
3961,Environmental Services,Pollution Tracking And Monitoring And Rehabilitation,Groundwater Pollution Treatment Or Rehabilitation
3962,Distribution And Conditioning Systems And Equipment And Components,Pipe Piping And Pipe Fittings,Copper Pipe Bend
3963,Mining And Well Drilling Machinery And Accessories,Oil And Gas Drilling And Exploration Equipment,Junk Basket Parts And Accessories
3964,Service Industry Machinery And Equipment And Supplies,Institutional Food Services Equipment,Commercial Use Measuring Cups
3965,Printing And Photographic And Audio And Visual Equipment And Supplies,Photographic Or Filming Or Video Equipment,Camera Lens Adapters
3966,Food Beverage And Tobacco Products,Prepared And Preserved Foods,Frozen Prepared Soups Or Stews
3967,Food Beverage And Tobacco Products,Canned Or Jarred Fruit,Canned Or Jarred Modesto Apricots
3968,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Material Handling Machinery And Equipment,Work Benches
3969,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Wire Connectors
3970,Politics And Civic Affairs Services,Political Systems And Institutions,Political Legislature Services
3971,Office Equipment And Accessories And Supplies,Office And Desk Accessories,Easels Or Accessories
3972,Medical Equipment And Accessories And Supplies,Surgical Products,Surgical Punches Or Punch Holder Or Accessories
3973,Distribution And Conditioning Systems And Equipment And Components,Pipe Piping And Pipe Fittings,Pvc Plastic Pipe Coupling
3974,Material Handling And Conditioning And Storage Machinery And Their Accessories And Supplies,Material Handling Machinery And Equipment,Rack Systems For Rack Mount Electronic Equipment
3975,Sports And Recreational Equipment And Supplies And Accessories,Field And Court Sports Equipment,Soccer Training Aids
3976,Industrial Manufacturing And Processing Machinery And Accessories,Industrial Process Machinery And Equipment And Supplies,Blowers Or Dryers
3977,Land And Buildings And Structures And Thoroughfares,Permanent Buildings And Structures,Dock
3978,Structures And Building And Construction And Manufacturing Components And Supplies,Doors And Windows And Glass,Garage Door Complete Operator
3979,Manufacturing Components And Supplies,Hardware,Mounting Clips
3980,Tools And General Machinery,Hand Tools,Multi Tool Pliers
3981,Distribution And Conditioning Systems And Equipment And Components,Pipe Piping And Pipe Fittings,Copper Pipe Plate Flange
3982,Building And Facility Construction And Maintenance Services,Building And Facility Maintenance And Repair Services,Locksmith Services
3983,Laboratory And Measuring And Observing And Testing Equipment,Measuring And Observing And Testing Instruments,Pressure Transmitters
3984,Manufacturing Components And Supplies,Hardware,Mounting Plates
3985,Food Beverage And Tobacco Products,Dried Organic Vegetables,Dried Organic Potato Yams
3986,Electrical Systems And Lighting And Components And Accessories And Supplies,Electrical Equipment And Components And Supplies,Electrical Contacts
3987,Farming And Fishing And Forestry And Wildlife Contracting Services,Crop Production And Management And Protection,Weed Control Services
3988,Sports And Recreational Equipment And Supplies And Accessories,Collectibles And Awards,Trophies
